ID	TEsorter	EDTA	Final
1A_TE_00000363_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000364_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000365	Unknown	MITE/DTM	MITE/DTM
1A_TE_00000366	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000367_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000368_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000369_LTR	LTR/Gypsy		LTR/Gypsy
1A_TE_00000370_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000370_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000371_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000372	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000373_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000374_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000375_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000376_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000377	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000378_INT	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000379	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000380_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
1A_TE_00000381_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000382_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000383_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000384_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000385	LTR/Gypsy	DNA/DTH	LTR/Gypsy
1A_TE_00000386_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000387_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000388_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000389	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000390	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
1A_TE_00000391	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000392	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000393_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
1A_TE_00000394_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000395	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000396	Unknown	MITE/DTC	MITE/DTC
1A_TE_00000397	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000398_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000399_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000399_LTR	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000400_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000401_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1A_TE_00000401_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000402_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000403_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000404_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000405_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000405_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000406	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000407_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000408_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000409	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000410	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000411_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000412	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000413	TIR/EnSpm_CACTA	DNA/DTC	TIR/EnSpm_CACTA
1A_TE_00000414_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
1A_TE_00000415_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000415_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000416_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000416_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000417	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000418_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000419	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000420_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
1A_TE_00000421_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000422_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000423_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000424_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000425_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000426_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000427	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000428_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000429_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000430_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000431_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000432_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000433	LTR/Gypsy	MITE/DTC	LTR/Gypsy
1A_TE_00000434_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000435_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
1A_TE_00000436_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000437_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000438_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000439_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000440_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000441_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000442_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000443_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000444_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000445_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000446_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000447_LTR	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000448_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
1A_TE_00000449_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000450_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000451_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000452_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000452_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000453_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000454_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000455_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000456_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000457_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000458_INT	LTR/Copia	LTR/Gypsy	LTR/Copia
1A_TE_00000459_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000460_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000461_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000462_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000463_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000464_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000464_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000465_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000466	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000467_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000468_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000469_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000470_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000471_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000472_INT	LTR/Gypsy/mixture	LTR/Gypsy	LTR/Gypsy/mixture
1A_TE_00000473_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000474	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000475_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000476_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000477_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000478_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000479_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000480_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000481_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000482_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000483_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000484	Unknown	MITE/DTH	MITE/DTH
1A_TE_00000485_INT	LTR/Copia		LTR/Copia
1A_TE_00000486	TIR/MuDR_Mutator	DNA/DTM	TIR/MuDR_Mutator
1A_TE_00000487_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000488_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000489_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000490_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000491_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000492_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000492_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000493_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000493_LTR	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000494_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000495_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000496_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000497	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000498_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000499_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000500_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000501_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000502_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000503	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000504_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000505_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000506_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000507_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000508	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000509_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000510_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000511	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000512_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000513_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000514_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000515_INT	LTR/Copia	LTR/unknown	LTR/Copia
1A_TE_00000516_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000517_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000518_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000519_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000519_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000520_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000521_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000522_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000523	LTR/Copia	DNA/DTC	LTR/Copia
1A_TE_00000524_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000525	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000526	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000527_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
1A_TE_00000527_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000528_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000529	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000530	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000531_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000532_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000532_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000533	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000534_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
1A_TE_00000534_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000535	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000536_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000537_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
1A_TE_00000538	Unknown	MITE/DTM	MITE/DTM
1A_TE_00000539	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000540_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000541	Unknown	MITE/DTH	MITE/DTH
1A_TE_00000542_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000543_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000544	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000545_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000546	LTR/Gypsy	DNA/DTC	LTR/Gypsy
1A_TE_00000547_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000548_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000549_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000550_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000551_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000552_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000553	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000554_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000555	Unknown	MITE/DTT	MITE/DTT
1A_TE_00000556	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000557_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
1A_TE_00000558	Unknown	MITE/DTH	MITE/DTH
1A_TE_00000559	Unknown	MITE/DTC	MITE/DTC
1A_TE_00000560	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000561	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000562_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000562_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000563_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000563_LTR	LTR/Gypsy		LTR/Gypsy
1A_TE_00000564	Unknown	MITE/DTH	MITE/DTH
1A_TE_00000565	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000566	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000567	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000568_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000569_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000570_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000571_INT	LTR/Gypsy		LTR/Gypsy
1A_TE_00000572_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000573	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000574	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000575_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000576_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000576_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000577_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000578	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000579_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000580_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000580_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000581	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000582	Unknown	MITE/DTH	MITE/DTH
1A_TE_00000583_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000584_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000585_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1A_TE_00000585_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000586	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000587_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000588_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000589_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000590_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000591_INT	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000592	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000593_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000593_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000594_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000595	Unknown	MITE/DTH	MITE/DTH
1A_TE_00000596_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000597_INT	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000598_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000599	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000600	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000601_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000602_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000603_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000604_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000605_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000605_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000606_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1A_TE_00000606_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000607	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000608	Unknown	MITE/DTM	MITE/DTM
1A_TE_00000609	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000610	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000611	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000612_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000613_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000614_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000615_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000616_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000617	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000618_INT	LTR/Copia		LTR/Copia
1A_TE_00000619_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000620	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000621_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000622_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000623	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000624_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000625_LTR	LTR/Gypsy		LTR/Gypsy
1A_TE_00000626	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000627_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000628_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000629	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000630	Unknown	MITE/DTT	MITE/DTT
1A_TE_00000631	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000632_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000633_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000634_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000635	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000636_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000637	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000638	Unknown	DNA/DTH	DNA/DTH
1A_TE_00000639_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000640_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000641_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000642_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000643_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000644_LTR	LTR/Gypsy		LTR/Gypsy
1A_TE_00000645_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
1A_TE_00000646_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000647_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000648_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000649_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000650	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000651_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000652	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000653_INT	LTR/Copia	LTR/unknown	LTR/Copia
1A_TE_00000654_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000655_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1A_TE_00000656_INT	LTR/Gypsy/TatII	LTR/Gypsy	LTR/Gypsy/TatII
1A_TE_00000657_INT	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000658	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000659	LTR/Copia	DNA/DTT	LTR/Copia
1A_TE_00000660	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000661	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000662	Unknown	MITE/DTT	MITE/DTT
1A_TE_00000663_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
1A_TE_00000664_INT	LTR/Copia/Bianca	LTR/Copia	LTR/Copia/Bianca
1A_TE_00000664_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000665_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1A_TE_00000665_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000666_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1A_TE_00000666_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000667	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000668	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000669_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000670_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000671	Unknown	MITE/DTT	MITE/DTT
1A_TE_00000672_INT	LTR/Copia/Tork	LTR/Copia	LTR/Copia/Tork
1A_TE_00000673_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000674	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000675_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000676	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000677_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1A_TE_00000678_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000679	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000680	Unknown	DNA/DTM	DNA/DTM
1A_TE_00000681	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000682_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000683_INT	LTR/Copia/TAR	LTR/Copia	LTR/Copia/TAR
1A_TE_00000683_LTR	Unknown	LTR/Copia	LTR/Copia
1A_TE_00000684_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000685_LTR	LTR/Copia	LTR/Gypsy	LTR/Copia
1A_TE_00000686_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000687_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
1A_TE_00000688_INT	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000689_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000690_LTR	Unknown	LTR/unknown	LTR/unknown
1A_TE_00000691	Unknown	DNA/DTC	DNA/DTC
1A_TE_00000692	Unknown	DNA/DTT	DNA/DTT
1A_TE_00000693	Unknown	DNA/Helitron	DNA/Helitron
1A_TE_00000694_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1A_TE_00000695	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
